State,District,Year,Quarter,Transaction_Count,Transaction_Amount
Karnataka,Ramanagara District,2022,2,15245758,"? 26,816,373,100.04"
Karnataka,Mandya District,2022,2,14343600,"? 28,867,594,359.29"
Karnataka,Kodagu District,2022,2,4177322,"? 7,565,443,848.45"
Karnataka,Chikkamagaluru District,2022,2,8024667,"? 15,036,115,690.78"
Karnataka,Haveri District,2022,2,7254524,"? 13,257,194,848.14"
Karnataka,Ballari District,2022,2,25715246,"? 43,733,106,040.42"
Karnataka,Belagavi District,2022,2,32214940,"? 54,330,716,392.87"
Karnataka,Kolar District,2022,2,19566690,"? 35,399,778,574.46"
Karnataka,Uttara Kannada District,2022,2,7039036,"? 11,973,278,366.37"
Karnataka,Tumakuru District,2022,2,24528653,"? 44,297,419,510.11"
Karnataka,Yadgir District,2022,2,5520410,"? 12,375,236,867.62"
Karnataka,Bengaluru Urban District,2022,2,786978117,"? 1,013,933,810,932.27"
Karnataka,Chikkaballapura District,2022,2,13199482,"? 26,798,287,983.13"
Karnataka,Davanagere District,2022,2,28378650,"? 46,910,152,646.48"
Karnataka,Bagalkote District,2022,2,12292030,"? 21,543,677,830.77"
Karnataka,Vijayapura District,2022,2,15497828,"? 29,343,153,102.39"
Karnataka,Koppal District,2022,2,10029526,"? 17,390,091,876.71"
Karnataka,Bidar District,2022,2,15103994,"? 27,016,319,518.50"
Karnataka,Bengaluru Rural District,2022,2,29552291,"? 45,049,848,699.91"
Karnataka,Raichur District,2022,2,13465552,"? 27,197,767,201.22"
Karnataka,Chamarajanagara District,2022,2,4177168,"? 8,011,329,768.32"
Karnataka,Dakshina Kannada District,2022,2,26596843,"? 43,058,171,123.95"
Karnataka,Hassan District,2022,2,15347412,"? 29,316,180,031.95"
Karnataka,Dharwad District,2022,2,30334488,"? 44,220,634,322.54"
Karnataka,Shivamogga District,2022,2,24024769,"? 42,192,013,838.99"
Karnataka,Udupi District,2022,2,7786229,"? 11,968,816,664.62"
Karnataka,Gadag District,2022,2,6295591,"? 10,441,830,809.06"
Kerala,Thiruvananthapuram District,2022,2,8942858,"? 13,552,082,447.37"
Kerala,Kasaragod District,2022,2,2578012,"? 4,383,382,390.00"
Kerala,Malappuram District,2022,2,11218062,"? 15,235,042,406.96"
Kerala,Pathanamthitta District,2022,2,2074509,"? 3,519,862,948.55"
Kerala,Wayanad District,2022,2,2984234,"? 4,493,999,118.46"
Kerala,Alappuzha District,2022,2,4151240,"? 6,503,782,725.48"
Kerala,Kozhikode District,2022,2,10478852,"? 15,005,755,668.42"
Kerala,Kollam District,2022,2,5799455,"? 10,109,273,069.00"
Kerala,Thrissur District,2022,2,8767715,"? 13,850,991,972.69"
Kerala,Palakkad District,2022,2,4998295,"? 8,233,196,635.53"
Kerala,Kannur District,2022,2,5415196,"? 8,864,093,942.92"
Kerala,Kottayam District,2022,2,4440370,"? 7,095,672,952.24"
Kerala,Ernakulam District,2022,2,32257485,"? 40,076,176,147.54"
Kerala,Idukki District,2022,2,2259039,"? 3,773,017,123.96"
Ladakh,Kargil District,2022,2,229338,"? 644,363,529.27"
Ladakh,Leh Ladakh District,2022,2,888735,"? 2,898,954,648.72"
Lakshadweep,Lakshadweep District,2022,2,17569,"? 55,929,601.99"
Madhya Pradesh,Morena District,2022,2,5052395,"? 11,218,828,460.58"
Madhya Pradesh,Alirajpur District,2022,2,741722,"? 1,643,004,173.68"
Madhya Pradesh,Sehore District,2022,2,8725327,"? 14,417,789,308.97"
Madhya Pradesh,Rajgarh District,2022,2,7515718,"? 14,004,886,385.47"
Madhya Pradesh,Khargone District,2022,2,6825601,"? 12,886,714,565.73"
Madhya Pradesh,Satna District,2022,2,7167622,"? 13,254,820,017.45"
Madhya Pradesh,Narsinghpur District,2022,2,3861381,"? 7,353,910,042.16"
Madhya Pradesh,Jabalpur District,2022,2,16889784,"? 27,629,576,719.43"
Madhya Pradesh,Hoshangabad District,2022,2,5702721,"? 10,053,185,759.49"
Madhya Pradesh,Vidisha District,2022,2,5835020,"? 10,881,573,343.59"
Madhya Pradesh,Balaghat District,2022,2,6274811,"? 12,164,206,967.63"
Madhya Pradesh,Singrauli District,2022,2,6061648,"? 10,592,707,869.76"
Madhya Pradesh,Betul District,2022,2,6083125,"? 9,738,809,872.39"
Madhya Pradesh,Sidhi District,2022,2,3138313,"? 6,489,160,426.12"
Madhya Pradesh,Datia District,2022,2,1907668,"? 4,062,114,579.78"
Madhya Pradesh,Dewas District,2022,2,9969749,"? 16,816,037,627.77"
Madhya Pradesh,Sheopur District,2022,2,1267204,"? 2,833,575,583.89"
Madhya Pradesh,Neemuch District,2022,2,3622753,"? 6,973,962,580.43"
Madhya Pradesh,Raisen District,2022,2,6595826,"? 10,605,943,196.96"
Madhya Pradesh,Mandsaur District,2022,2,5907841,"? 11,272,287,759.64"
Madhya Pradesh,Barwani District,2022,2,3403189,"? 6,470,195,552.72"
Madhya Pradesh,Katni District,2022,2,3980447,"? 7,086,294,132.45"
Madhya Pradesh,Dindori District,2022,2,1331068,"? 2,562,152,772.88"
Madhya Pradesh,Shivpuri District,2022,2,4705328,"? 9,374,775,387.94"
Madhya Pradesh,Gwalior District,2022,2,18027874,"? 32,093,579,424.11"
Madhya Pradesh,Anuppur District,2022,2,2527025,"? 4,038,924,201.30"
Madhya Pradesh,Agar Malwa District,2022,2,2583387,"? 5,033,650,547.86"
Madhya Pradesh,Ashoknagar District,2022,2,2397073,"? 4,430,089,668.44"
Madhya Pradesh,Sagar District,2022,2,8012024,"? 14,474,214,502.89"
Madhya Pradesh,Niwari District,2022,2,831753,"? 1,558,193,371.03"
Madhya Pradesh,Rewa District,2022,2,8417985,"? 16,928,268,530.62"
Madhya Pradesh,Shajapur District,2022,2,4545672,"? 8,239,146,293.06"
Madhya Pradesh,Ujjain District,2022,2,12860422,"? 22,270,090,166.47"
Madhya Pradesh,Bhind District,2022,2,3840035,"? 8,235,562,332.79"
Madhya Pradesh,Tikamgarh District,2022,2,2479819,"? 3,986,038,423.04"
Madhya Pradesh,Seoni District,2022,2,4641445,"? 8,990,477,923.37"
Madhya Pradesh,Harda District,2022,2,2183160,"? 4,545,798,793.73"
Madhya Pradesh,Burhanpur District,2022,2,2800782,"? 4,755,072,699.68"
Madhya Pradesh,Damoh District,2022,2,2386399,"? 4,971,009,992.10"
Madhya Pradesh,Bhopal District,2022,2,185588829,"? 255,910,395,858.58"
Madhya Pradesh,Jhabua District,2022,2,1902514,"? 4,011,628,948.50"
Madhya Pradesh,Dhar District,2022,2,11567048,"? 18,840,900,182.77"
Madhya Pradesh,Guna District,2022,2,5462521,"? 10,054,609,603.64"
Madhya Pradesh,East Nimar District,2022,2,4998662,"? 8,133,437,422.02"
Madhya Pradesh,Chhindwara District,2022,2,8962440,"? 14,596,356,954.00"
Madhya Pradesh,Umaria District,2022,2,1751405,"? 2,941,128,215.00"
Madhya Pradesh,Mandla District,2022,2,2320430,"? 4,539,173,121.68"
Madhya Pradesh,Indore District,2022,2,94002709,"? 130,634,964,642.79"
Madhya Pradesh,Shahdol District,2022,2,4313966,"? 7,197,969,840.25"
Madhya Pradesh,Ratlam District,2022,2,6580216,"? 12,568,296,325.55"
Madhya Pradesh,Panna District,2022,2,1940092,"? 4,125,136,528.04"
Madhya Pradesh,Chhatarpur District,2022,2,4407881,"? 8,534,109,728.32"
Maharashtra,Jalgaon District,2022,2,20794365,"? 36,575,989,749.60"
Maharashtra,Latur District,2022,2,18128124,"? 28,958,359,286.01"
Maharashtra,Thane District,2022,2,76359706,"? 103,706,480,304.36"
Maharashtra,Bhandara District,2022,2,4092003,"? 7,232,792,765.62"
Maharashtra,Nandurbar District,2022,2,4250672,"? 8,304,946,450.37"
Maharashtra,Chandrapur District,2022,2,9797860,"? 14,673,749,839.35"
Maharashtra,Kolhapur District,2022,2,20243542,"? 30,132,865,372.25"
Maharashtra,Solapur District,2022,2,41690075,"? 74,367,210,007.30"
Maharashtra,Mumbai District,2022,2,21906382,"? 34,652,240,504.38"
Maharashtra,Sindhudurg District,2022,2,1651248,"? 2,911,299,845.96"
Maharashtra,Dhule District,2022,2,10013481,"? 17,251,071,063.00"
Maharashtra,Wardha District,2022,2,5184451,"? 8,180,933,329.54"
Maharashtra,Parbhani District,2022,2,12237389,"? 19,217,813,800.00"
Maharashtra,Mumbai Suburban District,2022,2,125227570,"? 172,590,494,011.94"
Maharashtra,Hingoli District,2022,2,4251385,"? 7,588,716,856.17"
Maharashtra,Ratnagiri District,2022,2,3132835,"? 5,132,970,050.33"
Maharashtra,Nanded District,2022,2,17724135,"? 32,660,155,636.07"
Maharashtra,Osmanabad District,2022,2,11489907,"? 20,295,780,297.44"
Maharashtra,Nagpur District,2022,2,52065290,"? 75,751,126,721.71"
Maharashtra,Buldhana District,2022,2,13912064,"? 24,793,582,296.68"
Maharashtra,Nashik District,2022,2,69128782,"? 103,031,323,327.36"
Maharashtra,Akola District,2022,2,7921437,"? 12,695,451,606.80"
Maharashtra,Yavatmal District,2022,2,9164377,"? 15,619,715,763.36"
Maharashtra,Aurangabad District,2022,2,55248137,"? 75,915,458,866.51"
Maharashtra,Amravati District,2022,2,15342341,"? 24,924,375,837.13"
Maharashtra,Washim District,2022,2,98129806,"? 175,926,949,614.37"
Maharashtra,Sangli District,2022,2,15400605,"? 25,758,452,266.27"
Maharashtra,Gadchiroli District,2022,2,2879207,"? 5,569,253,888.02"
Maharashtra,Raigad District,2022,2,26465986,"? 34,460,851,150.87"
Maharashtra,Palghar District,2022,2,19395512,"? 26,988,617,829.23"
Maharashtra,Jalna District,2022,2,11306875,"? 19,653,230,058.00"
Maharashtra,Gondia District,2022,2,4154419,"? 7,653,207,776.31"
Maharashtra,Ahmednagar District,2022,2,42201172,"? 72,250,021,262.48"
Maharashtra,Pune District,2022,2,520321567,"? 620,747,087,392.60"
Maharashtra,Beed District,2022,2,15497524,"? 30,601,828,692.25"
Maharashtra,Satara District,2022,2,20822882,"? 29,497,978,656.27"
Manipur,Kangpokpi District,2022,2,127346,"? 360,381,229.24"
Manipur,Noney District,2022,2,23197,"? 84,254,940.13"
Manipur,Imphal East District,2022,2,334382,"? 1,017,003,992.88"
Manipur,Thoubal District,2022,2,179962,"? 489,921,006.25"
Manipur,Kakching District,2022,2,45754,"? 124,881,636.17"
Manipur,Jiribam District,2022,2,32691,"? 103,428,721.09"
Manipur,Ukhrul District,2022,2,48388,"? 165,524,493.51"
Manipur,Tamenglong District,2022,2,48779,"? 158,669,784.21"
Manipur,Kamjong District,2022,2,10915,"? 37,728,133.79"
Manipur,Chandel District,2022,2,44845,"? 161,255,425.29"
Manipur,Bishnupur District,2022,2,132234,"? 427,663,723.98"
Manipur,Senapati District,2022,2,43777,"? 137,415,599.90"
Manipur,Pherzawl District,2022,2,2855,"? 8,843,983.19"
Manipur,Churachandpur District,2022,2,130821,"? 445,674,066.48"
Manipur,Tengnoupal District,2022,2,41686,"? 165,158,485.26"
Manipur,Imphal West District,2022,2,4858000,"? 11,035,105,413.79"
Meghalaya,North Garo Hills District,2022,2,44965,"? 92,496,675.79"
Meghalaya,South West Khasi Hills District,2022,2,13571,"? 49,978,363.08"
Meghalaya,West Garo Hills District,2022,2,392151,"? 1,150,602,954.64"
Meghalaya,South Garo Hills District,2022,2,33680,"? 92,292,848.07"
Meghalaya,East Jaintia Hills District,2022,2,193196,"? 502,640,751.79"
Meghalaya,South West Garo Hills District,2022,2,43006,"? 118,240,788.94"
Meghalaya,East Khasi Hills District,2022,2,853333,"? 2,156,500,112.11"
Meghalaya,East Garo Hills District,2022,2,46150,"? 106,793,207.79"
Meghalaya,Ribhoi District,2022,2,337102,"? 755,786,725.07"
Meghalaya,West Jaintia Hills District,2022,2,56272,"? 152,394,109.73"
Meghalaya,West Khasi Hills District,2022,2,31223,"? 103,764,884.88"
Mizoram,Serchhip District,2022,2,24248,"? 72,294,618.64"
Mizoram,Aizawl District,2022,2,364786,"? 1,137,178,791.40"
Mizoram,Lunglei District,2022,2,71974,"? 216,551,898.04"
Mizoram,Mamit District,2022,2,35643,"? 98,025,373.52"
Mizoram,Lawngtlai District,2022,2,55575,"? 178,078,191.45"
Mizoram,Kolasib District,2022,2,44824,"? 125,315,221.51"
Mizoram,Champhai District,2022,2,30607,"? 103,805,199.37"
Mizoram,Saiha District,2022,2,16320,"? 71,937,273.17"
Nagaland,Mon District,2022,2,69381,"? 223,341,368.04"
Nagaland,Phek District,2022,2,47255,"? 163,573,534.55"
Nagaland,Longleng District,2022,2,17247,"? 53,281,628.25"
Nagaland,Mokokchung District,2022,2,77214,"? 244,058,058.36"
Nagaland,Kiphire District,2022,2,20492,"? 71,074,150.22"
Nagaland,Kohima District,2022,2,308395,"? 886,866,183.22"
Nagaland,Tuensang District,2022,2,45170,"? 164,759,286.59"
Nagaland,Peren District,2022,2,24587,"? 76,072,297.55"
Nagaland,Dimapur District,2022,2,1334969,"? 3,611,270,476.50"
Nagaland,Zunheboto District,2022,2,32898,"? 100,740,614.94"
Nagaland,Wokha District,2022,2,53721,"? 145,247,750.79"
Odisha,Rayagada District,2022,2,4627958,"? 8,714,955,313.81"
Odisha,Koraput District,2022,2,4936573,"? 10,469,450,815.61"
Odisha,Malkangiri District,2022,2,1387356,"? 3,383,818,107.92"
Odisha,Sambalpur District,2022,2,6893113,"? 10,992,643,684.98"
Odisha,Kalahandi District,2022,2,4688556,"? 8,314,694,921.63"
Odisha,Anugul District,2022,2,7523854,"? 13,937,160,595.23"
Odisha,Ganjam District,2022,2,17162973,"? 34,095,586,248.50"
Odisha,Jajapur District,2022,2,12788486,"? 20,441,535,607.89"
Odisha,Bargarh District,2022,2,4086915,"? 8,114,146,805.59"
Odisha,Dhenkanal District,2022,2,5757058,"? 9,756,517,532.11"
Odisha,Bhadrak District,2022,2,8276685,"? 14,146,459,101.73"
Odisha,Nuapada District,2022,2,1521970,"? 3,116,138,855.45"
Odisha,Kendujhar District,2022,2,8741853,"? 16,383,523,040.27"
Odisha,Mayurbhanj District,2022,2,6060816,"? 10,858,866,629.54"
Odisha,Jharsuguda District,2022,2,4801176,"? 7,708,561,039.05"
Odisha,Kandhamal District,2022,2,2888894,"? 5,091,606,151.33"
Odisha,Deogarh District,2022,2,690751,"? 1,490,625,193.84"
Odisha,Sundargarh District,2022,2,10183902,"? 18,077,191,337.90"
Odisha,Jagatsinghapur District,2022,2,7161421,"? 11,721,528,584.67"
Odisha,Balangir District,2022,2,4915372,"? 9,186,213,799.65"
Odisha,Baleshwar District,2022,2,12044394,"? 22,154,827,661.36"
Odisha,Puri District,2022,2,11076675,"? 17,846,685,658.05"
Odisha,Sonepur District,2022,2,1649781,"? 3,533,650,027.06"
Odisha,Khordha District,2022,2,124986765,"? 174,299,128,204.99"
Odisha,Boudh District,2022,2,1082256,"? 2,255,513,699.80"
Odisha,Gajapati District,2022,2,2039493,"? 4,088,833,138.62"
Odisha,Nayagarh District,2022,2,4075329,"? 6,885,797,711.46"
Odisha,Nabarangpur District,2022,2,2228087,"? 5,063,429,958.42"
Odisha,Kendrapara District,2022,2,6628224,"? 11,344,691,542.07"
Odisha,Cuttack District,2022,2,22544912,"? 36,561,231,371.46"
Puducherry,Karaikal District,2022,2,417480,"? 788,877,561.28"
Puducherry,Puducherry District,2022,2,7617058,"? 11,822,245,859.33"
Puducherry,Yanam District,2022,2,481753,"? 963,312,236.31"
Puducherry,Mahe District,2022,2,127396,"? 204,309,598.85"
Punjab,Shahid Bhagat Singh Nagar District,2022,2,424028,"? 879,715,988.22"
Punjab,Fazilka District,2022,2,2322893,"? 5,235,266,714.46"
Punjab,Barnala District,2022,2,525478,"? 1,248,712,053.17"
Punjab,Mansa District,2022,2,559935,"? 1,420,971,531.94"
Punjab,Ludhiana District,2022,2,26982785,"? 46,924,183,892.06"
Punjab,Sri Muktsar Sahib District,2022,2,918419,"? 2,303,584,705.24"
Punjab,Patiala District,2022,2,3836784,"? 8,150,713,456.48"
Punjab,Pathankot District,2022,2,1733490,"? 3,654,246,286.07"
Punjab,Fatehgarh Sahib District,2022,2,989866,"? 1,727,745,885.54"
Punjab,Rupnagar District,2022,2,1133293,"? 2,049,364,030.25"
Punjab,Tarn Taran District,2022,2,1110292,"? 3,167,618,397.26"
Punjab,Sas Nagar District,2022,2,10260992,"? 13,821,174,897.26"
Punjab,Sangrur District,2022,2,1640279,"? 3,950,202,304.56"
Punjab,Jalandhar District,2022,2,4368370,"? 8,843,362,969.64"
Punjab,Bathinda District,2022,2,2774270,"? 5,859,074,278.90"
Punjab,Kapurthala District,2022,2,1900455,"? 2,826,285,167.87"
Punjab,Firozepur District,2022,2,1194856,"? 2,856,210,280.61"
Punjab,Gurdaspur District,2022,2,1502920,"? 3,866,251,481.90"
Punjab,Amritsar District,2022,2,4934930,"? 11,388,945,408.67"
Punjab,Faridkot District,2022,2,739348,"? 1,728,817,176.28"
Punjab,Hoshiarpur District,2022,2,1566325,"? 3,301,188,092.43"
Punjab,Moga District,2022,2,852815,"? 2,141,791,370.41"
Rajasthan,Pali District,2022,2,8668074,"? 17,160,215,080.70"
Rajasthan,Ganganagar District,2022,2,11882025,"? 22,557,602,051.77"
Rajasthan,Churu District,2022,2,8257600,"? 18,081,738,963.41"
Rajasthan,Jaipur District,2022,2,314511010,"? 497,492,495,896.22"
Rajasthan,Baran District,2022,2,3685832,"? 7,229,260,131.89"
Rajasthan,Bhilwara District,2022,2,20131391,"? 38,273,076,738.36"
Rajasthan,Banswara District,2022,2,2337103,"? 4,900,005,809.65"
Rajasthan,Dungarpur District,2022,2,1899171,"? 3,638,952,978.97"
Rajasthan,Tonk District,2022,2,8150133,"? 13,811,523,631.62"
Rajasthan,Jodhpur District,2022,2,31463295,"? 61,614,349,060.01"
Rajasthan,Karauli District,2022,2,5012114,"? 9,206,349,483.51"
Rajasthan,Udaipur District,2022,2,15896129,"? 24,912,652,508.00"
Rajasthan,Dausa District,2022,2,12578789,"? 19,527,845,596.35"
Rajasthan,Nagaur District,2022,2,14631304,"? 33,408,260,595.27"
Rajasthan,Bharatpur District,2022,2,8637412,"? 16,444,974,525.83"
Rajasthan,Barmer District,2022,2,13273476,"? 29,634,982,538.37"
Rajasthan,Ajmer District,2022,2,20900496,"? 40,715,583,331.31"
Rajasthan,Chittorgarh District,2022,2,8396831,"? 16,148,783,709.58"
Rajasthan,Hanumangarh District,2022,2,7429430,"? 16,401,668,344.54"
Rajasthan,Pratapgarh District,2022,2,1885590,"? 4,033,817,039.19"
Rajasthan,Sawai Madhopur District,2022,2,7873045,"? 12,262,315,403.65"
Rajasthan,Jalore District,2022,2,5321185,"? 14,025,921,249.72"
Rajasthan,Bikaner District,2022,2,13694139,"? 26,087,476,960.41"
Rajasthan,Sikar District,2022,2,19932783,"? 40,102,076,741.92"
Rajasthan,Dholpur District,2022,2,3298278,"? 6,894,675,131.06"
Rajasthan,Sirohi District,2022,2,4023871,"? 7,194,139,293.67"
Rajasthan,Rajsamand District,2022,2,5301424,"? 10,184,357,986.95"
Rajasthan,Jaisalmer District,2022,2,5269349,"? 9,862,231,669.41"
Rajasthan,Bundi District,2022,2,4673601,"? 8,088,389,075.40"
Rajasthan,Jhalawar District,2022,2,5465987,"? 10,395,227,508.43"
Rajasthan,Alwar District,2022,2,31488094,"? 50,746,151,172.87"
Rajasthan,Kota District,2022,2,22930803,"? 36,055,197,912.07"
Rajasthan,Jhunjhunu District,2022,2,12270386,"? 25,741,220,480.28"
Sikkim,South District,2022,2,391808,"? 756,330,708.20"
Sikkim,West District,2022,2,215921,"? 578,171,483.89"
Sikkim,East District,2022,2,1540255,"? 3,736,097,005.54"
Sikkim,North District,2022,2,174097,"? 540,506,472.67"
Tamil Nadu,Tiruchirappalli District,2022,2,6270815,"? 12,634,551,299.24"
Tamil Nadu,Ramanathapuram District,2022,2,1634901,"? 3,744,853,011.61"
Tamil Nadu,Krishnagiri District,2022,2,13942838,"? 24,721,054,679.66"
Tamil Nadu,Cuddalore District,2022,2,4456802,"? 8,117,134,896.24"
Tamil Nadu,Kancheepuram District,2022,2,15868496,"? 22,731,542,491.81"
Tamil Nadu,Tiruppur District,2022,2,15482000,"? 23,838,727,353.10"
Tamil Nadu,Dharmapuri District,2022,2,5738543,"? 11,978,363,491.18"
Tamil Nadu,Thoothukkudi District,2022,2,2904687,"? 5,842,566,259.23"
Tamil Nadu,Thanjavur District,2022,2,3489101,"? 7,198,941,291.22"
Tamil Nadu,Madurai District,2022,2,8320838,"? 17,264,493,941.69"
Tamil Nadu,Tiruvannamalai District,2022,2,4281517,"? 8,492,400,732.34"
Tamil Nadu,Salem District,2022,2,16106627,"? 30,338,068,694.55"
Tamil Nadu,Nagapattinam District,2022,2,1780491,"? 3,563,820,744.07"
Tamil Nadu,Tirupathur District,2022,2,4039898,"? 7,419,909,368.91"
Tamil Nadu,Ariyalur District,2022,2,1018572,"? 2,099,380,930.15"
Tamil Nadu,Chennai District,2022,2,105344784,"? 154,665,269,695.64"
Tamil Nadu,The Nilgiris District,2022,2,2334296,"? 4,192,820,800.66"
Tamil Nadu,Erode District,2022,2,8037374,"? 14,313,011,584.19"
Tamil Nadu,Karur District,2022,2,2130679,"? 4,285,560,062.07"
Tamil Nadu,Kallakkurichi District,2022,2,2827472,"? 5,639,207,666.85"
Tamil Nadu,Viluppuram District,2022,2,3359417,"? 5,986,428,096.99"
Tamil Nadu,Pudukkottai District,2022,2,1893795,"? 4,133,146,343.31"
Tamil Nadu,Perambalur District,2022,2,969247,"? 1,942,588,737.13"
Tamil Nadu,Coimbatore District,2022,2,36695888,"? 59,260,276,493.12"
Tamil Nadu,Virudhunagar District,2022,2,3078392,"? 6,563,589,359.97"
Tamil Nadu,Dindigul District,2022,2,4742064,"? 9,862,085,177.48"
Tamil Nadu,Sivaganga District,2022,2,2113451,"? 4,572,110,215.14"
Tamil Nadu,Tenkasi District,2022,2,1627020,"? 3,744,115,676.15"
Tamil Nadu,Chengalpattu District,2022,2,25456618,"? 33,118,244,166.51"
Tamil Nadu,Kanniyakumari District,2022,2,3119680,"? 6,825,432,728.49"
Tamil Nadu,Tirunelveli District,2022,2,3088831,"? 6,293,477,478.33"
Tamil Nadu,Thiruvallur District,2022,2,25490825,"? 40,588,215,771.87"
Tamil Nadu,Theni District,2022,2,2444576,"? 5,292,036,888.26"
Tamil Nadu,Ranipet District,2022,2,3219805,"? 6,359,870,289.32"
Tamil Nadu,Namakkal District,2022,2,4127139,"? 8,629,035,859.18"
Tamil Nadu,Vellore District,2022,2,5911444,"? 11,364,769,190.94"
Tamil Nadu,Thiruvarur District,2022,2,1158014,"? 2,517,626,211.77"
Telangana,Narayanpet District,2022,2,3197626,"? 7,716,014,147.24"
Telangana,Nalgonda District,2022,2,19977314,"? 44,558,915,742.72"
Telangana,Jangaon District,2022,2,7231360,"? 14,919,993,685.00"
Telangana,Bhadradri Kothagudem District,2022,2,12778081,"? 28,087,468,534.11"
Telangana,Warangal Rural District,2022,2,6842881,"? 14,387,372,670.72"
Telangana,Kumuram Bheem Asifabad District,2022,2,3332600,"? 6,154,185,695.95"
Telangana,Nizamabad District,2022,2,16389018,"? 40,970,987,322.06"
Telangana,Adilabad District,2022,2,4656805,"? 9,736,796,196.88"
Telangana,Rajanna Sircilla District,2022,2,5764243,"? 12,736,454,285.69"
Telangana,Nagarkurnool District,2022,2,9122281,"? 20,244,396,068.01"
Telangana,Peddapalle District,2022,2,11850597,"? 23,425,044,524.60"
Telangana,Nirmal District,2022,2,5225334,"? 13,791,958,003.89"
Telangana,Mahabubabad District,2022,2,6638916,"? 13,720,828,408.51"
Telangana,Sangareddy District,2022,2,32680472,"? 59,585,382,581.45"
Telangana,Wanaparthy District,2022,2,4966803,"? 11,044,991,789.46"
Telangana,Vikarabad District,2022,2,7440634,"? 14,492,482,417.55"
Telangana,Jagtial District,2022,2,8877101,"? 22,246,967,385.14"
Telangana,Yadadri Bhuvanagiri District,2022,2,11567957,"? 24,184,571,828.81"
Telangana,Medak District,2022,2,6738825,"? 13,698,209,529.95"
Telangana,Mahbubnagar District,2022,2,10705223,"? 21,963,911,808.56"
Telangana,Jaya Shankar Bhalupally District,2022,2,4528732,"? 9,634,073,658.28"
Telangana,Warangal Urban District,2022,2,32791256,"? 66,551,476,649.13"
Telangana,Rangareddy District,2022,2,161888380,"? 267,052,522,620.51"
Telangana,Hyderabad District,2022,2,446470234,"? 775,908,693,266.72"
Telangana,Suryapet District,2022,2,11843388,"? 27,017,582,889.58"
Telangana,Jogulamba Gadwal District,2022,2,4701957,"? 11,410,519,590.19"
Telangana,Kamareddy District,2022,2,7702879,"? 17,239,444,873.96"
Telangana,Mulugu District,2022,2,2656701,"? 6,165,943,180.18"
Telangana,Medchal Malkajgiri District,2022,2,134114768,"? 221,257,316,347.72"
Telangana,Karimnagar District,2022,2,17621343,"? 38,465,054,891.36"
Telangana,Mancherial District,2022,2,11792212,"? 23,483,426,061.33"
Telangana,Siddipet District,2022,2,13598517,"? 29,087,166,428.46"
Telangana,Khammam District,2022,2,17688119,"? 40,474,391,433.33"
Tripura,Unakoti District,2022,2,168534,"? 380,245,834.43"
Tripura,Khowai District,2022,2,147470,"? 314,663,693.92"
Tripura,Sepahijala District,2022,2,301211,"? 703,075,146.32"
Tripura,North Tripura District,2022,2,347933,"? 745,615,506.65"
Tripura,Dhalai District,2022,2,258585,"? 545,900,041.15"
Tripura,South Tripura District,2022,2,270412,"? 649,809,730.88"
Tripura,Gomati District,2022,2,269581,"? 581,885,804.18"
Tripura,West Tripura District,2022,2,1654938,"? 2,957,075,284.52"
Uttar Pradesh,Amethi District,2022,2,2918041,"? 6,137,927,694.00"
Uttar Pradesh,Siddharthnagar District,2022,2,3842618,"? 10,455,646,727.53"
Uttar Pradesh,Auraiya District,2022,2,2293169,"? 4,708,517,717.48"
Uttar Pradesh,Sambhal District,2022,2,2765686,"? 6,680,543,041.79"
Uttar Pradesh,Kanpur Nagar District,2022,2,18142630,"? 32,679,093,848.49"
Uttar Pradesh,Aligarh District,2022,2,11491914,"? 20,498,359,414.78"
Uttar Pradesh,Mahoba District,2022,2,1384857,"? 2,724,043,927.06"
Uttar Pradesh,Lucknow District,2022,2,102123625,"? 164,056,107,244.23"
Uttar Pradesh,Sant Kabeer Nagar District,2022,2,2402410,"? 6,193,822,023.97"
Uttar Pradesh,Hathras District,2022,2,3046348,"? 5,907,597,120.79"
Uttar Pradesh,Budaun District,2022,2,2982982,"? 6,520,713,662.23"
Uttar Pradesh,Moradabad District,2022,2,7396771,"? 16,272,221,922.91"
Uttar Pradesh,Kushinagar District,2022,2,7525366,"? 16,758,132,469.42"
Uttar Pradesh,Baghpat District,2022,2,3812312,"? 6,954,190,082.87"
Uttar Pradesh,Shahjahanpur District,2022,2,2733662,"? 5,975,198,507.55"
Uttar Pradesh,Muzaffarnagar District,2022,2,6926172,"? 13,336,788,342.18"
Uttar Pradesh,Ambedkar Nagar District,2022,2,3232223,"? 6,715,067,485.82"
Uttar Pradesh,Bahraich District,2022,2,2557277,"? 5,935,745,716.08"
Uttar Pradesh,Jalaun District,2022,2,3140187,"? 6,365,701,966.44"
Uttar Pradesh,Rampur District,2022,2,3358143,"? 7,807,429,762.96"
Uttar Pradesh,Ballia District,2022,2,6077562,"? 12,650,624,956.64"
Uttar Pradesh,Shravasti District,2022,2,624214,"? 1,496,662,374.60"
Uttar Pradesh,Kasganj District,2022,2,1821405,"? 3,661,566,120.57"
Uttar Pradesh,Varanasi District,2022,2,16290241,"? 29,105,585,945.91"
Uttar Pradesh,Gautam Buddha Nagar District,2022,2,74160647,"? 87,828,388,050.51"
Uttar Pradesh,Basti District,2022,2,4146531,"? 10,289,841,176.31"
Uttar Pradesh,Shamli District,2022,2,3011517,"? 5,968,511,182.08"
